	sample.name	Sample.Name	Protocol.REF_x	Parameter.Value.Post.Extraction.	Parameter.Value.Derivatization.	Extract.Name	Protocol.REF.1	Parameter.Value.Chromatography.Instrument.	Term.Source.REF_x	Term.Accession.Number_x	Parameter.Value.Column.model.	Parameter.Value.Column.type.	Labeled.Extract.Name	Label	Term.Source.REF.1_x	Term.Accession.Number.1_x	Protocol.REF.2	Parameter.Value.Scan.polarity.	Parameter.Value.Scan.m.z.range.	Parameter.Value.Instrument.	Term.Source.REF.2_x	Term.Accession.Number.2_x	Parameter.Value.Ion.source.	Term.Source.REF.3_x	Term.Accession.Number.3_x	Parameter.Value.Mass.analyzer.	Term.Source.REF.4_x	Term.Accession.Number.4_x	MS.Assay.Name	Raw.Spectral.Data.File	Protocol.REF.3	Normalization.Name	Derived.Spectral.Data.File	Protocol.REF.4	Data.Transformation.Name	Metabolite.Assignment.File	Source.Name	Characteristics.Organism.	Term.Source.REF_y	Term.Accession.Number_y	Characteristics.Variant.	Term.Source.REF.1_y	Term.Accession.Number.1_y	Characteristics.Organism.part.	Term.Source.REF.2_y	Term.Accession.Number.2_y	Protocol.REF_y	Factor.Value.feeding.	Term.Source.REF.3_y	Term.Accession.Number.3_y	Factor.Value.tissue.source.	Term.Source.REF.4_y	Term.Accession.Number.4_y	Factor.Value.genotype.	Term.Source.REF.5	Term.Accession.Number.5	Factor.Value.replicate.	Term.Source.REF.6	Term.Accession.Number.6
95	SRC.2....Fasted_rep1_heart.1	SRC-2+/+ Fasted_rep1_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fasted_rep1_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src2 wild-type			1		
96	SRC.2....Fasted_rep2_heart.1	SRC-2+/+ Fasted_rep2_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fasted_rep2_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src2 wild-type			2		
97	SRC.2....Fasted_rep3_heart.1	SRC-2+/+ Fasted_rep3_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fasted_rep3_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src2 wild-type			3		
98	SRC.2....Fasted_rep4_heart.1	SRC-2+/+ Fasted_rep4_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fasted_rep4_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src2 wild-type			4		
99	SRC.2....Fasted_rep5_heart.1	SRC-2+/+ Fasted_rep5_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fasted_rep5_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src2 wild-type			5		
100	SRC.3....Fed_rep1_heart	SRC-3-/- Fed_rep1_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3-/- Fed_rep1_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src3 knockout			1		
101	SRC.3....Fed_rep2_heart	SRC-3-/- Fed_rep2_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3-/- Fed_rep2_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src3 knockout			2		
102	SRC.3....Fed_rep3_heart	SRC-3-/- Fed_rep3_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3-/- Fed_rep3_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src3 knockout			3		
103	SRC.3....Fed_rep4_heart	SRC-3-/- Fed_rep4_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3-/- Fed_rep4_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src3 knockout			4		
104	SRC.3....Fed_rep5_heart	SRC-3-/- Fed_rep5_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3-/- Fed_rep5_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src3 knockout			5		
105	SRC.3....Fasted_rep1_heart	SRC-3-/- Fasted_rep1_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3-/- Fasted_rep1_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src3 knockout			1		
106	SRC.3....Fasted_rep2_heart	SRC-3-/- Fasted_rep2_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3-/- Fasted_rep2_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src3 knockout			2		
107	SRC.3....Fasted_rep3_heart	SRC-3-/- Fasted_rep3_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3-/- Fasted_rep3_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src3 knockout			3		
108	SRC.3....Fasted_rep4_heart	SRC-3-/- Fasted_rep4_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3-/- Fasted_rep4_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src3 knockout			4		
109	SRC.3....Fasted_rep5_heart	SRC-3-/- Fasted_rep5_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3-/- Fasted_rep5_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src3 knockout			5		
110	SRC.3....Fed_rep1_heart.1	SRC-3+/+ Fed_rep1_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3+/+ Fed_rep1_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src3 wild-type			1		
111	SRC.3....Fed_rep2_heart.1	SRC-3+/+ Fed_rep2_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3+/+ Fed_rep2_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src3 wild-type			2		
112	SRC.3....Fed_rep3_heart.1	SRC-3+/+ Fed_rep3_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3+/+ Fed_rep3_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src3 wild-type			3		
113	SRC.3....Fed_rep4_heart.1	SRC-3+/+ Fed_rep4_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3+/+ Fed_rep4_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src3 wild-type			4		
114	SRC.3....Fed_rep5_heart.1	SRC-3+/+ Fed_rep5_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3+/+ Fed_rep5_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fed			heart			Src3 wild-type			5		
115	SRC.3....Fasted_rep1_heart.1	SRC-3+/+ Fasted_rep1_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3+/+ Fasted_rep1_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src3 wild-type			1		
116	SRC.3....Fasted_rep2_heart.1	SRC-3+/+ Fasted_rep2_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3+/+ Fasted_rep2_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src3 wild-type			2		
117	SRC.3....Fasted_rep3_heart.1	SRC-3+/+ Fasted_rep3_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3+/+ Fasted_rep3_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src3 wild-type			3		
118	SRC.3....Fasted_rep4_heart.1	SRC-3+/+ Fasted_rep4_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3+/+ Fasted_rep4_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src3 wild-type			4		
119	SRC.3....Fasted_rep5_heart.1	SRC-3+/+ Fasted_rep5_heart	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3+/+ Fasted_rep5_heart		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	heart	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	heart	BTO	http://purl.obolibrary.org/obo/BTO_0000562	Sample collection	fasted			heart			Src3 wild-type			5		
120	SRC.1....Fed_rep1_skeletal_muscle	SRC-1-/- Fed_rep1_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fed_rep1_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src1 knockout			1		
121	SRC.1....Fed_rep2_skeletal_muscle	SRC-1-/- Fed_rep2_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fed_rep2_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src1 knockout			2		
122	SRC.1....Fed_rep3_skeletal_muscle	SRC-1-/- Fed_rep3_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fed_rep3_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src1 knockout			3		
123	SRC.1....Fed_rep4_skeletal_muscle	SRC-1-/- Fed_rep4_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fed_rep4_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src1 knockout			4		
124	SRC.1....Fed_rep5_skeletal_muscle	SRC-1-/- Fed_rep5_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fed_rep5_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src1 knockout			5		
125	SRC.1....Fasted_rep1_skeletal_muscle	SRC-1-/- Fasted_rep1_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fasted_rep1_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src1 knockout			1		
126	SRC.1....Fasted_rep2_skeletal_muscle	SRC-1-/- Fasted_rep2_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fasted_rep2_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src1 knockout			2		
